interaction_id,ticket_id,order_id,interaction_date,customer_id,customer_name,customer_type,channel,region,state,city,pin_code,restaurant_name,cuisine_type,order_value,discount_amount,net_value,feedback_language,feedback_text,social_post_text,complaint_flag,complaint_category_manual,sentiment_manual,resolution_status,call_audio_stage_path,invoice_pdf_stage_path
75,TKT-20240075,ORD-2024100075,2024-08-28,400874,Customer_400874,CONSUMER,TWITTER,West,Maharashtra,Pune,436328,Meghna Foods,Biryani,268.74,26.87,241.87,ml,Seamless app experience and quick delivery. Packaging and restaurant cleanliness were questioned.,"Swiggy delivery on point today, hot biryani right on time 🔥",1,Hygiene Issue,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100075.pdf
76,TKT-20240076,ORD-2024100076,2024-07-08,743936,Customer_743936,RESTAURANT,APP,North,Uttar Pradesh,Lucknow,509716,China Bowl,Chinese,180.28,9.01,171.27,ta,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100076.pdf
77,TKT-20240077,ORD-2024100077,2024-04-13,717447,Customer_717447,DELIVERY_PARTNER,WHATSAPP,North,Rajasthan,Jaipur,711859,Idli Express,South Indian,768.59,153.72,614.87,ta,"Received wrong items in the order, very disappointed. Customer shared overall experience and suggestions.",,1,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100077.pdf
78,TKT-20240078,ORD-2024100078,2024-11-23,556017,Customer_556017,RESTAURANT,APP,East,West Bengal,Kolkata,512485,Healthy Greens,Salads,273.83,0.0,273.83,hi,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100078.pdf
79,TKT-20240079,ORD-2024100079,2024-05-14,359548,Customer_359548,DELIVERY_PARTNER,CALL_CENTER,North,Uttar Pradesh,Lucknow,638719,Tandoori Flames,Mughlai,698.49,0.0,698.49,en,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,IN_PROGRESS,@swiggy_media_stage/calls/call_79.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100079.pdf
80,TKT-20240080,ORD-2024100080,2024-12-08,267802,Customer_267802,CONSUMER,APP,North,Rajasthan,Jaipur,457891,China Bowl,Chinese,315.49,47.32,268.17,bn,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100080.pdf
81,TKT-20240081,ORD-2024100081,2024-12-20,289924,Customer_289924,RESTAURANT,EMAIL,North,Delhi,New Delhi,443189,Pizza Palace,Pizza,505.28,101.06,404.22,bn,Seamless app experience and quick delivery.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100081.pdf
82,TKT-20240082,ORD-2024100082,2024-08-22,919715,Customer_919715,RESTAURANT,APP,South,Karnataka,Bengaluru,621877,Empire Restaurant,North Indian,145.56,7.28,138.28,ml,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100082.pdf
83,TKT-20240083,ORD-2024100083,2024-05-03,298945,Customer_298945,CONSUMER,EMAIL,South,Karnataka,Bengaluru,138009,Truffles,Burgers,297.93,59.59,238.34,hi,Delivery partner was rude and did not follow instructions.,,0,General Feedback,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100083.pdf
84,TKT-20240084,ORD-2024100084,2024-10-24,802844,Customer_802844,RESTAURANT,CALL_CENTER,West,Maharashtra,Mumbai,543365,Truffles,Burgers,695.25,69.53,625.72,ml,Seamless app experience and quick delivery.,,0,General Feedback,Positive,IN_PROGRESS,@swiggy_media_stage/calls/call_84.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100084.pdf
85,TKT-20240085,ORD-2024100085,2024-10-11,246694,Customer_246694,CONSUMER,CALL_CENTER,South,Telangana,Hyderabad,272039,Truffles,Burgers,432.04,43.2,388.84,en,Refund is taking too long to process after cancellation. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Negative,RESOLVED,@swiggy_media_stage/calls/call_85.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100085.pdf
86,TKT-20240086,ORD-2024100086,2024-02-29,350673,Customer_350673,RESTAURANT,WHATSAPP,South,Karnataka,Bengaluru,942634,Truffles,Burgers,349.46,69.89,279.57,ml,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100086.pdf
87,TKT-20240087,ORD-2024100087,2024-08-26,748234,Customer_748234,CONSUMER,TWITTER,West,Maharashtra,Pune,609081,Empire Restaurant,North Indian,216.94,0.0,216.94,en,Restaurant maintained good hygiene and quality. Customer shared overall experience and suggestions.,"Swiggy delivery on point today, hot biryani right on time 🔥",1,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100087.pdf
88,TKT-20240088,ORD-2024100088,2024-06-26,863033,Customer_863033,CONSUMER,CALL_CENTER,North,Uttar Pradesh,Lucknow,271809,Biryani House,Biryani,442.6,0.0,442.6,te,Restaurant maintained good hygiene and quality. Food temperature was low and not enjoyable on arrival.,,1,Cold Food,Positive,OPEN,@swiggy_media_stage/calls/call_88.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100088.pdf
89,TKT-20240089,ORD-2024100089,2024-05-14,530956,Customer_530956,RESTAURANT,EMAIL,East,West Bengal,Kolkata,228788,Meghna Foods,Biryani,840.56,168.11,672.45,bn,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100089.pdf
90,TKT-20240090,ORD-2024100090,2024-09-11,763442,Customer_763442,RESTAURANT,TWITTER,South,Tamil Nadu,Chennai,277458,Pizza Palace,Pizza,325.51,48.83,276.68,ta,Customer asked about packaging options for long-distance delivery. Customer shared overall experience and suggestions.,"Saw a good deal on Swiggy, might try a new restaurant.",1,General Feedback,Neutral,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100090.pdf
91,TKT-20240091,ORD-2024100091,2024-04-30,833333,Customer_833333,DELIVERY_PARTNER,WHATSAPP,East,West Bengal,Kolkata,662475,Bombay Chaats,Street Food,420.26,84.05,336.21,bn,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100091.pdf
92,TKT-20240092,ORD-2024100092,2024-08-12,816162,Customer_816162,CONSUMER,CALL_CENTER,North,Rajasthan,Jaipur,549478,Meghna Foods,Biryani,853.45,0.0,853.45,ta,Restaurant maintained good hygiene and quality. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Positive,RESOLVED,@swiggy_media_stage/calls/call_92.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100092.pdf
93,TKT-20240093,ORD-2024100093,2024-06-21,243547,Customer_243547,DELIVERY_PARTNER,EMAIL,South,Tamil Nadu,Chennai,182830,Pizza Palace,Pizza,167.42,25.11,142.31,ta,Order arrived very late and the food was cold.,,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100093.pdf
94,TKT-20240094,ORD-2024100094,2024-04-24,408233,Customer_408233,DELIVERY_PARTNER,TWITTER,South,Telangana,Hyderabad,579204,Truffles,Burgers,274.61,13.73,260.88,bn,"Loved the taste and packaging, will definitely reorder.","Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100094.pdf
95,TKT-20240095,ORD-2024100095,2024-02-11,523323,Customer_523323,DELIVERY_PARTNER,CALL_CENTER,West,Maharashtra,Pune,865157,Healthy Greens,Salads,213.08,42.62,170.46,bn,Delivery partner was polite and followed instructions perfectly. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Positive,RESOLVED,@swiggy_media_stage/calls/call_95.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100095.pdf
96,TKT-20240096,ORD-2024100096,2024-06-08,413957,Customer_413957,CONSUMER,CALL_CENTER,North,Rajasthan,Jaipur,336586,Empire Restaurant,North Indian,143.89,7.19,136.7,te,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,OPEN,@swiggy_media_stage/calls/call_96.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100096.pdf
97,TKT-20240097,ORD-2024100097,2024-04-09,902275,Customer_902275,DELIVERY_PARTNER,CALL_CENTER,South,Karnataka,Bengaluru,952419,Bombay Chaats,Street Food,221.72,11.09,210.63,bn,Some mixed feedback received about portion size and pricing.,,0,General Feedback,Neutral,OPEN,@swiggy_media_stage/calls/call_97.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100097.pdf
98,TKT-20240098,ORD-2024100098,2024-01-31,194366,Customer_194366,CONSUMER,EMAIL,North,Rajasthan,Jaipur,801190,Bombay Chaats,Street Food,452.28,67.84,384.44,te,Seamless app experience and quick delivery. Customer reported unprofessional behaviour from the delivery partner.,,1,Rude Partner,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100098.pdf
99,TKT-20240099,ORD-2024100099,2024-09-15,704339,Customer_704339,CONSUMER,TWITTER,North,Delhi,New Delhi,281749,Pizza Palace,Pizza,434.32,65.15,369.17,en,Restaurant maintained good hygiene and quality.,"Loved the quick delivery and polite partner, thanks @swiggy_in",0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100099.pdf
100,TKT-20240100,ORD-2024100100,2024-05-24,977752,Customer_977752,CONSUMER,APP,South,Telangana,Hyderabad,941490,Biryani House,Biryani,848.45,0.0,848.45,hi,Seamless app experience and quick delivery. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100100.pdf
101,TKT-20240101,ORD-2024100101,2024-01-19,901890,Customer_901890,RESTAURANT,TWITTER,North,Rajasthan,Jaipur,576097,Pizza Palace,Pizza,331.93,0.0,331.93,bn,"Food was hot and on time, very happy with the service.","Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100101.pdf
102,TKT-20240102,ORD-2024100102,2024-01-23,330102,Customer_330102,RESTAURANT,TWITTER,South,Telangana,Hyderabad,281854,Idli Express,South Indian,608.3,30.41,577.89,bn,Delivery partner was rude and did not follow instructions. Customer reported unprofessional behaviour from the delivery partner.,"Order came cold and super late, not cool @swiggy_in",1,Rude Partner,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100102.pdf
103,TKT-20240103,ORD-2024100103,2024-06-16,799219,Customer_799219,DELIVERY_PARTNER,EMAIL,North,Uttar Pradesh,Lucknow,995052,China Bowl,Chinese,454.75,68.21,386.54,te,Customer enquired about delivery to a new location pin code. One or more dishes did not match the original order.,,1,Wrong Item,Neutral,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100103.pdf
104,TKT-20240104,ORD-2024100104,2024-07-04,316987,Customer_316987,RESTAURANT,APP,South,Karnataka,Bengaluru,526360,Meghna Foods,Biryani,183.3,18.33,164.97,bn,Refund is taking too long to process after cancellation.,,0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100104.pdf
105,TKT-20240105,ORD-2024100105,2024-09-23,600055,Customer_600055,RESTAURANT,APP,South,Tamil Nadu,Chennai,401254,Idli Express,South Indian,558.3,0.0,558.3,bn,"Order delivered, customer had a few clarifying questions. Food temperature was low and not enjoyable on arrival.",,1,Cold Food,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100105.pdf
106,TKT-20240106,ORD-2024100106,2024-01-23,658471,Customer_658471,RESTAURANT,TWITTER,North,Rajasthan,Jaipur,643610,Empire Restaurant,North Indian,233.8,23.38,210.42,bn,Felt the restaurant hygiene was not up to the mark.,"Order came cold and super late, not cool @swiggy_in",0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100106.pdf
107,TKT-20240107,ORD-2024100107,2024-10-22,580892,Customer_580892,DELIVERY_PARTNER,CALL_CENTER,South,Karnataka,Bengaluru,277183,Idli Express,South Indian,672.97,0.0,672.97,ta,Delivery partner was polite and followed instructions perfectly. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Positive,RESOLVED,@swiggy_media_stage/calls/call_107.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100107.pdf
108,TKT-20240108,ORD-2024100108,2024-12-21,473230,Customer_473230,DELIVERY_PARTNER,WHATSAPP,West,Gujarat,Ahmedabad,481794,Biryani House,Biryani,132.71,26.54,106.17,hi,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100108.pdf
109,TKT-20240109,ORD-2024100109,2024-12-07,869455,Customer_869455,RESTAURANT,CALL_CENTER,North,Rajasthan,Jaipur,399460,Bombay Chaats,Street Food,333.54,33.35,300.19,ml,Delivery partner was rude and did not follow instructions.,,0,General Feedback,Negative,RESOLVED,@swiggy_media_stage/calls/call_109.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100109.pdf
110,TKT-20240110,ORD-2024100110,2024-09-09,612369,Customer_612369,CONSUMER,TWITTER,North,Uttar Pradesh,Lucknow,775937,Truffles,Burgers,660.63,132.13,528.5,ta,"Order delivered, customer had a few clarifying questions.","Saw a good deal on Swiggy, might try a new restaurant.",0,General Feedback,Neutral,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100110.pdf
111,TKT-20240111,ORD-2024100111,2024-03-01,230238,Customer_230238,CONSUMER,EMAIL,East,West Bengal,Kolkata,251460,China Bowl,Chinese,207.84,10.39,197.45,ta,Customer enquired about delivery to a new location pin code. Food temperature was low and not enjoyable on arrival.,,1,Cold Food,Neutral,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100111.pdf
112,TKT-20240112,ORD-2024100112,2024-12-27,561290,Customer_561290,RESTAURANT,CALL_CENTER,West,Gujarat,Ahmedabad,350493,Empire Restaurant,North Indian,302.07,15.1,286.97,en,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,IN_PROGRESS,@swiggy_media_stage/calls/call_112.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100112.pdf
113,TKT-20240113,ORD-2024100113,2024-03-01,357578,Customer_357578,DELIVERY_PARTNER,APP,West,Gujarat,Ahmedabad,864007,Pizza Palace,Pizza,874.12,87.41,786.71,hi,Delivery partner was polite and followed instructions perfectly. One or more dishes did not match the original order.,,1,Wrong Item,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100113.pdf
114,TKT-20240114,ORD-2024100114,2024-05-19,740772,Customer_740772,CONSUMER,TWITTER,West,Maharashtra,Mumbai,118582,Bombay Chaats,Street Food,191.04,28.66,162.38,bn,Delivery partner was polite and followed instructions perfectly.,"Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100114.pdf
115,TKT-20240115,ORD-2024100115,2024-01-10,508222,Customer_508222,CONSUMER,CALL_CENTER,West,Gujarat,Ahmedabad,894984,Truffles,Burgers,412.11,61.82,350.29,te,Customer enquired about delivery to a new location pin code.,,0,General Feedback,Neutral,RESOLVED,@swiggy_media_stage/calls/call_115.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100115.pdf
116,TKT-20240116,ORD-2024100116,2024-02-17,239117,Customer_239117,DELIVERY_PARTNER,EMAIL,South,Telangana,Hyderabad,216278,Biryani House,Biryani,620.88,31.04,589.84,te,"Food was hot and on time, very happy with the service. One or more dishes did not match the original order.",,1,Wrong Item,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100116.pdf
117,TKT-20240117,ORD-2024100117,2024-02-12,589084,Customer_589084,RESTAURANT,WHATSAPP,West,Gujarat,Ahmedabad,490300,China Bowl,Chinese,875.74,0.0,875.74,bn,Seamless app experience and quick delivery. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100117.pdf
118,TKT-20240118,ORD-2024100118,2024-08-18,648570,Customer_648570,DELIVERY_PARTNER,WHATSAPP,East,West Bengal,Kolkata,955984,Bombay Chaats,Street Food,893.56,178.71,714.85,te,"Loved the taste and packaging, will definitely reorder. Customer reported app crash during payment or tracking.",,1,App Crash,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100118.pdf
119,TKT-20240119,ORD-2024100119,2024-04-13,906794,Customer_906794,CONSUMER,CALL_CENTER,West,Gujarat,Ahmedabad,457918,Biryani House,Biryani,693.7,104.06,589.64,hi,"Food was hot and on time, very happy with the service.",,0,General Feedback,Positive,ESCALATED,@swiggy_media_stage/calls/call_119.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100119.pdf
120,TKT-20240120,ORD-2024100120,2024-01-24,422688,Customer_422688,CONSUMER,EMAIL,West,Gujarat,Ahmedabad,242641,China Bowl,Chinese,279.56,13.98,265.58,ml,"Received wrong items in the order, very disappointed.",,0,General Feedback,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100120.pdf
121,TKT-20240121,ORD-2024100121,2024-07-03,446844,Customer_446844,RESTAURANT,CALL_CENTER,North,Uttar Pradesh,Lucknow,744168,Tandoori Flames,Mughlai,754.17,37.71,716.46,bn,Seamless app experience and quick delivery. Customer reported unprofessional behaviour from the delivery partner.,,1,Rude Partner,Positive,RESOLVED,@swiggy_media_stage/calls/call_121.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100121.pdf
122,TKT-20240122,ORD-2024100122,2024-10-23,967046,Customer_967046,RESTAURANT,APP,West,Maharashtra,Mumbai,228556,Pizza Palace,Pizza,873.98,0.0,873.98,hi,Restaurant requested more clarity on offer terms. Food temperature was low and not enjoyable on arrival.,,1,Cold Food,Neutral,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100122.pdf
123,TKT-20240123,ORD-2024100123,2024-03-01,403944,Customer_403944,CONSUMER,APP,West,Gujarat,Ahmedabad,303527,Meghna Foods,Biryani,524.74,104.95,419.79,ta,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100123.pdf
124,TKT-20240124,ORD-2024100124,2024-11-15,588516,Customer_588516,DELIVERY_PARTNER,TWITTER,West,Maharashtra,Mumbai,118615,Tandoori Flames,Mughlai,345.97,34.6,311.37,te,Delivery partner was polite and followed instructions perfectly. Packaging and restaurant cleanliness were questioned.,"Swiggy delivery on point today, hot biryani right on time 🔥",1,Hygiene Issue,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100124.pdf
125,TKT-20240125,ORD-2024100125,2024-06-07,299229,Customer_299229,DELIVERY_PARTNER,EMAIL,West,Gujarat,Ahmedabad,367183,Bombay Chaats,Street Food,463.17,46.32,416.85,ml,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100125.pdf
126,TKT-20240126,ORD-2024100126,2024-03-30,939558,Customer_939558,DELIVERY_PARTNER,APP,North,Delhi,New Delhi,774368,Empire Restaurant,North Indian,219.54,10.98,208.56,hi,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100126.pdf
127,TKT-20240127,ORD-2024100127,2024-01-08,731414,Customer_731414,RESTAURANT,CALL_CENTER,North,Delhi,New Delhi,804470,Truffles,Burgers,685.7,34.29,651.41,bn,Order arrived very late and the food was cold. One or more dishes did not match the original order.,,1,Wrong Item,Negative,ESCALATED,@swiggy_media_stage/calls/call_127.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100127.pdf
